userName,score,content,final_review,cleaned_review,labeling 
listia oktaviani,1,"Sorry bgt, mulai dari awal pendaftaran sistemnya buruk bgt, mempersulit bukannya mempermudah. harusnya dibiarkan login dulu sampe selesai, kalau udah login, trs mau nonton yg baru suruh bayar. ini mah masuk aja blm, blm tau di dalem nya ada apa aja eh udah kena tagihan. kalo tb tb pas udah bayar trs ada kegagalan login gmna? atau film film yg dikehendaki ternyata engga tersedia dengan baik gimana? rugi dong yg udah bayar.",sorry banget daftar sistem buruk banget sulit mudah biar login sampe selesai udah login nonton suruh bayar mah masuk blm blm tau dalem nya udah kena tagih kalo pas udah bayar gagal login gmna film film hendak engga sedia gimana rugi udah bayar,sorry banget daftar sistem buruk banget sulit mudah biar login sampe selesai login nonton suruh bayar mah masuk tau dalem kena tagih kalo pas bayar gagal login gmna film film engga sedia gimana rugi bayar,
ANDREAS SIMORANGKIR,5,very good,very good,very good,
amy yunica,1,knp GK pke suara asli TERS dikasih translate dibawah.. dubbingnya jelek banget... merusak film😑😑,knp pke suara asli ters kasih translate bawah dubbingnya jelek banget rusak film,knp pke suara asli ters kasih translate dubbingnya jelek banget rusak film,
Yeni Mlywty,5,"neflix bagus film-film yang aku suka tonton hampir smua ada di neflix ,standar kualitasnya juga bagus dan jernih",neflix bagus film film suka tonton smua neflix standar kualitas bagus jernih,neflix bagus film film suka tonton smua neflix standar kualitas bagus jernih,
Dimas,1,mau login aja ga bisa sandi salah terus padahal udah bener,login sandi salah udah bener,login sandi salah bener,
Fiero Aja,5,a very helpful application for watching the latest films,very helpful application for watching the latest films,very helpful application for watching the latest films,
ALL,1,"amit amit dah, bukanya apa yaa... mau masuk login aja wajib berlangganan. ga berlangganan ga bisa login. apalah daya yang buat ngecek film doang? anehh",amit amit dah buka yaa masuk login wajib langgan langgan login apa daya ngecek film doang anehh,amit amit dah buka yaa masuk login wajib langgan langgan login daya ngecek film doang anehh,
Desi Ratna Sari,1,tidak ada konfirmasi pembayaran langsung potong saldo parah sekali,konfirmasi bayar langsung potong saldo parah,konfirmasi bayar langsung potong saldo parah,
HASNAN SALIM,1,tidak dapat menonton download,tonton download,tonton download,
Nurlina Addy Nurung,1,"Langganan makin lama, pelayanan makin buruk",langgan layan buruk,langgan layan buruk,
Enung Ratih indahsari,2,"langganan Netflix mau nonton Wednesday, tapi di pencarian pun ga ada. kenapa ya?",langgan netflix nonton wednesday cari,langgan nonton wednesday cari,netral
Intan Kim,5,Bagus,bagus,bagus,
Ilham Iamzt,2,padahal baru bayar 54000 ribu mau nonton pake akun 1 perangkat doang malah kebanyakn perangkat malah di taikin lagi harga nya jadi 120000k cuman di HP min min gimana sih upgrade ko malah naik harganya kecewa bgt😭,bayar ribu nonton pake akun perangkat doang kebanyakn perangkat taikin harga nya cuman min min gimana sih upgrade harga kecewa banget,bayar ribu nonton pake akun perangkat doang kebanyakn perangkat taikin harga cuman min min gimana sih upgrade harga kecewa banget,
Sheva,1,saya baru bayar tadi siang tapi kenapa gak bisa masuk yaa tolong perbaiki netflix,bayar siang masuk yaa tolong baik netflix,bayar siang masuk yaa tolong,netral
Hana Marlina,4,film y itu itu aja payah,film payah,film payah,
Emon Chalim,1,"saya tidak ada berlangganan tiba"" kepotong, permintaan refund juga di tolak, apk sebelah aja minta refund masih bisa",langgan potong minta refund tolak apk belah refund,langgan potong refund tolak belah refund,
Farisi Adham,1,film nya tiba-tiba hilang di bilang nya kita pakai proxy atau VPN.. btw film yg saya tonton better call saul hilang terus film nya saya harus restart akun logout/login hapus aplikasi terus download ulang hapus data cache kadang tetep gak berhasil juga kesel banget mau nonton udah bayar kok jadi ribet gini habis series ini kayak nya auto berhenti berlangganan mau mencari jawaban untuk permasalahan saya juga bingung mau kemana.. tidak ada solusi,film nya hilang bilang nya pakai proxy vpn btw film tonton better call saul hilang film nya restart akun logout login hapus aplikasi download ulang hapus data cache kadang tetep hasil kesel banget nonton udah bayar ribet gin habis series kayak nya auto henti langgan cari masalah bingung mana solusi,film hilang bilang pakai proxy vpn btw film tonton better call saul hilang film restart akun logout login hapus download ulang hapus data cache kadang tetep hasil kesel banget nonton bayar ribet gin habis series kayak auto henti langgan cari bingung solusi,
Marding Sebuku,3,mantap,mantap,mantap,
Kang Manto,5,MANTABBBSSS,mantabs,mantabs,
Rigel Sporta,2,ini apaan si akun gw dipake 2 device padahal udah gw log out in smua tapi sama aja gak bisa,akun dipake device udah log out smua,akun dipake device log out smua,
Dandi Mardian,1,not good,not good,not good,
Aqilla Putri,5,jelek banget,jelek banget,jelek banget,
Dina Muliana,1,terlalu ribettt daftarnyaaa,ribet daftar,ribet daftar,
Juvinessa Robot,1,APK ELITE LOGIN SULIT. LOGIN DOANG RIBETNYA KEK NGURUS SURAT TANAH,apk elite login sulit login doang ribetnya kek ngurus surat tanah,elite login sulit login doang ribetnya kek ngurus surat tanah,
Ahmad Widyan,2,apa si gajelas bet dah di muter muter udah bayarr gw Masi aja di ribet ribet kecewa apaa afk ini trus aja di muter muter suruh ganti ulang sandi udah di ganti ttep suruh ganti lagi di kirim link baru beberapa menit yang lalu pas di pencet udah kedaluarsa di minta kirim lagi kedaluarsa lagi ini gimana si pusing gw,gajelas bet dah muter muter udah bayarr mas ribet ribet kecewa apaa afk trus muter muter suruh ganti ulang sandi udah ganti ttep suruh ganti kirim link menit pas pencet udah kedaluarsa kirim kedaluarsa gimana pusing,gajelas bet dah muter muter bayarr mas ribet ribet kecewa apaa afk muter muter suruh ganti ulang sandi ganti ttep suruh ganti kirim link menit pas pencet kedaluarsa kirim kedaluarsa gimana pusing,
Mega Retno,5,"netflix ku tiba² gak mau mendownload. padahal jaringan bagus memori juga bnyak, biasanya sangat lancar tapi tiba² gak bisa lagi di dowload cmn 1%trus. sudah saya hapus dan download kembali aplikasinya berulang kali dan sudah restart hp, memastikan wifi aman juga sudah. jadi ntah apa yg salah. mohon bantuan nya netflix atau sesama costumer yg lebih paham 🙏, terimakasih sebelum nya",netflix mendownload jaring bagus memori bnyak lancar dowload cmn trus hapus download aplikasi ulang kali restart wifi aman ntah salah mohon bantu nya netflix costumer paham terimakasih nya,mendownload jaring bagus memori bnyak lancar dowload cmn hapus download ulang kali restart wifi aman ntah salah mohon bantu costumer paham terimakasih,
Ayu Pratiwi,1,gajelas pelayanan buruk tidak dapat membantu sama sekali,gajelas layan buruk bantu,gajelas layan buruk bantu,
Rayyan Athallah,2,"tiba² suka berubah grafiknya jadi yg low padahal udh bayar yg hd, dan saran film lama tayangkan lagi",suka ubah grafik low bayar saran film tayang,suka ubah grafik low bayar saran film tayang,
Jeremia Werung,5,Saya bayar lewat MyTelkomsel untuk Netflix Basic Standar. Tapi Hanya di berikan DASAR untuk 1 perangkat 🥺.,bayar mytelkomsel netflix basic standar dasar perangkat,bayar mytelkomsel basic standar dasar perangkat,
Rudi Darmawan,5,Netflix good nice,netflix good nice,good nice,
Beryl ok,1,duit gua diambil netplik,duit gua ambil netplik,duit ambil netplik,
Zhafira Farahiya,1,sebulan mau play film gabisa-bisaa. loading terusss pdhl jaringan juga kenceng,bulan play film gabisa bisaa loading pdhl jaring kenceng,play film gabisa bisaa loading jaring kenceng,
Asrar Ahmad 44,5,video sexy ya gan yang penting adalah di mana mereka berasal dan tak lama setelah itu sexy yang paling penting dari sebuah perusahaan swasta di Indonesia ensiklopedia yang sama dengan cara yang lain 🙏🙏🙏,video sexy gan asal sexy usaha swasta indonesia ensiklopedia,video sexy gan sexy usaha swasta indonesia ensiklopedia,
Sakira,1,ini apaan gabisa login jir,gabisa login jir,gabisa login jir,
Andi Achmar Fadli,1,ribet buat login,ribet login,ribet login,
skudbdn skudbdn,1,apa siii saya udah bayarrr ... pas udahh bayarrr kenapaa gbsa ditonton videonyaa.... nyesal saya bayarrr....tolong balikin fiture yang lamaa..... nonton videooo selalu erorrr... dan layarrr hitammm ... hapus aja apk nyaa ... biae tidak banyak orang orang dowload dan buang buang uuang,udah bayar pas udahh bayar kenapaa gbsa tonton videonyaa nyesal bayar tolong balikin fiture lamaa nonton video eror layar hitam hapus apk nyaa biae orang orang dowload buang buang uuang,bayar pas udahh bayar kenapaa gbsa tonton videonyaa nyesal bayar tolong balikin fiture lamaa nonton video eror layar hitam hapus biae orang orang dowload buang buang uuang,
Agung New'season,2,ini dafar ny gmana.?,dafar nya gmana,dafar gmana,
Danu Ramadhan,1,loading doang,loading doang,loading doang,
Klara Indri,2,"buat yg gatau, ini aplikasi berbayar/berlangganan.",gatau aplikasi bayar langgan,gatau bayar langgan,
Uni Yunika,2,sandi udh bener tapi tetep salah dan gabisa masuk ke akun,sandi bener tetep salah gabisa masuk akun,sandi bener tetep salah gabisa masuk akun,
Fitriyah97 Manis,4,error loading,error loading,error loading,
Dafa Putra,1,uda beli langganan di netflix tapi pas mau masuk akun selalu gabisa sandinya mana uda beli langganan nya amit,uda beli langgan netflix pas masuk akun gabisa sandi uda beli langgan nya amit,uda beli langgan pas masuk akun gabisa sandi uda beli langgan amit,
Akhmad Hikami,2,film yang di tonton ketika berhenti lalu ingin di lanjutkan suka menghilang,film tonton henti lanjut suka hilang,film tonton henti suka hilang,
Diana Pebrianti,3,maaf ni netflix kenapa lagi? daftar putar yg d tonton tetiba ilang.. pas ada d beranda mau d buka gak bisa.. perbulan saya bayar lho ini,maaf netflix daftar putar tonton tetiba ilang pas beranda buka bulan bayar lho,maaf daftar putar tonton tetiba ilang pas beranda buka bayar,
Sharil Ril,1,"ini gimana login nya, padahal email sama sandinya udah bener malah ga bisa-_-",gimana login nya email sandi udah bener,gimana login email sandi bener,
Adi Putra,1,eror mulu,eror mulu,eror mulu,
GAME JAVA ID,1,"lu klo gk niat nayangin animasi mending gk usah tayangin apalah satu series isinya 25 eps tp lu cuma tayangin 20eps udahlah langganannya mahal gk lengkap pula vinland saga,fruits basket dua series ini yg eps per seasonnya gk lengkap",niat nayangin animasi mending tayangin apa series isi eps tayangin eps udahlah langgan mahal lengkap vinland saga fruits basket series eps seasonnya lengkap,niat nayangin animasi mending tayangin series isi eps tayangin eps udahlah langgan mahal lengkap vinland saga fruits basket series eps seasonnya lengkap,
Suci nur Azizah,1,serius mau awal daftar langsung berlangganan?!?!! gilee pemaksaan,serius daftar langsung langgan gilee paksa,serius daftar langsung langgan gilee paksa,
random video,5,siop,siop,siop,
ADRIAN,1,app terburuk mengapa kalian tidak menyematkan fitur kualitas vidio tanpa perlu memandang perangkat keras/ lunak,app buruk semat fitur kualitas vidio pandang perangkat keras lunak,buruk semat fitur kualitas vidio pandang perangkat keras lunak,
Afandi Milanisti,3,tambah film horor indonesia nya..,film horor indonesia nya,film horor indonesia,
Indra Setiawan,1,gak bisa masuk padahal sandi email bener gak jelas apk ini jangan download,masuk sandi email bener apk download,masuk sandi email bener download,
Jimmy Tobing,1,"aplikasi jelek, udh bayar ehh pas masuk ke akun ga bisa lagi. TOLONG KAU BALIKIN AJA DUITNYA KALAU GA BISA DIPAKE NIH APLIKASI.",aplikasi jelek bayar ehh pas masuk akun tolong kau balikin duit dipake aplikasi,jelek bayar ehh pas masuk akun tolong kau balikin duit dipake,
عاطفة عَليا الزهراء,1,"padahal nonton sendiri pake akun sendiri 1 profil doang masa keterangannya ""Terlalu banyak perangkat yang menonton di akunmu saat ini""?",nonton pake akun profil doang terang perangkat tonton akun,nonton pake akun profil doang terang perangkat tonton akun,
papah el,3,"bug anjaay,tiap play video muter muter mulu,wifie kenceng,udh 3 hari ga bisa play video,muter muter mulu,benerin dulu tuh bug ny!!",bug anjaay play video muter muter mulu wifie kenceng play video muter muter mulu benerin tuh bug nya,bug anjaay play video muter muter mulu wifie kenceng play video muter muter mulu benerin tuh bug,
syaa ୨ৎ,1,jelekkk anjj apknyaaaa,jelek anjj apknya,jelek anjj apknya,
Ayu Putri,5,Pelayanan customer service netflix super duper cepat. Saldo shopepay sempet terpotong gara² netflix padahal sudah nonaktif akun netflixnya. Tapi waktu chat ke Cs langsung respon dan uang kembali. makasih banyak,layan customer service netflix super duper cepat saldo shopepay sempet potong gara netflix nonaktif akun netflixnya chat langsung respon uang makasih,layan customer service super duper cepat saldo shopepay sempet potong gara nonaktif akun netflixnya chat langsung respon uang terima kasih,
bila,1,"ga bisa di putar vidio nya,padahal udh saya bayar,gimna sih ini ,tolong di perbaiki dong",putar vidio nya bayar gimna sih tolong baik,putar vidio bayar gimna sih tolong,
Dimz Dimzen,1,"apk gaje, gabisa login padahal sandi udah bener",apk gaje gabisa login sandi udah bener,gaje gabisa login sandi bener,
Putri Pinasti,1,udah daftar udah punya akun udah bayar pas nontkn film muter²doang sampe setengah jam padahal jaringan oke kuota aman,udah daftar udah akun udah bayar pas nontkn film muter doang sampe jam jaring oke kuota aman,daftar akun bayar pas nontkn film muter doang sampe jam jaring oke kuota aman,
Saputri,1,"mau masuk gk bisa, bikin akun juga gk bisa, aplikasi gk jelas",masuk akun aplikasi,masuk akun,netral
Nayla Priyanka .s.,1,login aja susah amat,login susah,login susah,
MUHAMAD HADI KURNIAWAN,4,apk nya bagus tapi tolong dong kasih kecepatan Vidio nya sampai 2x kalau Udah ntar saya kasih bintang 5,apk nya bagus tolong kasih cepat vidio nya udah ntar kasih bintang,bagus tolong kasih cepat vidio ntar kasih bintang,
Iqbal Osman,1,"sudah batal langganan, kenapa tetap terpotong saldo saya secara otomatis",batal langgan potong saldo otomatis,batal langgan potong saldo otomatis,
Brita Max,2,Gak recommended apk nya,recommended apk nya,recommended,
Adityakawee,1,"sering terjadi masalah saat memutar video (5.10) sudah dicoba berbagai cara tetep ga bisa, kadang lancar kadang ga bisa. kalo gini terus mending stop berlangganan",putar video coba tetep kadang lancar kadang kalo gin mending stop langgan,putar video coba tetep kadang lancar kadang kalo gin mending stop langgan,
B,1,notgood,notgood,notgood,
Galih Aditama,5,bagus banget saya suka nonton drama.,bagus banget suka nonton drama,bagus banget suka nonton drama,
siti choriah,1,"Gak bisa buat nonton. cuma muter aja, padahal sudah ganti pakai wifi tetap saja tidak bisa. zonk...!",nonton muter ganti pakai wifi zonk,nonton muter ganti pakai wifi zonk,
Thrift bydesma,1,udah bayar tapi gabisa nonton keterangan nya pembayaran di tunda udah jelas udah bayar,udah bayar gabisa nonton terang nya bayar tunda udah udah bayar,bayar gabisa nonton terang bayar tunda bayar,
danielliance anggraini,1,"ni apk g niat ajg, dri tdi kesalahan mulu, ni hapus aj apk dri play store, nyusahin gblok, mau login aja kya mau lewatin jembatan siratal mustakim kntol",apk niat ajg dri tdi salah mulu hapus apk dri play store nyusahin gblok login kya lewatin jembatan siratal mustakim kntol,niat ajg dri tdi salah mulu hapus dri play store nyusahin gblok login kya lewatin jembatan siratal mustakim kntol,
this alea,1,kenapa disamsung A06 gabisa putar film?,disamsung gabisa putar film,disamsung gabisa putar film,
Anggun Lauraanggun,1,sy tidak bisa masuk di netfix padahal sy sudah memasukkan email sy tapi tidak bisa masuk juga,masuk netfix masuk email masuk,masuk netfix masuk email masuk,
Eril Arif,2,"jaringan aman, buka aplikasi lain lancar, nah knp neflix buka film malah muter"".",jaring aman buka aplikasi lancar knp neflix buka film muter,jaring aman buka lancar knp neflix buka film muter,netral
Hyudi Bisnis379,1,bagus,bagus,bagus,
Imam Syafii,5,bagus,bagus,bagus,
